Entry,DD,Down,Distance,Yardline,Poss,Quarter,Time,Team_Score,Opp_Score,Diff_Score,Text,Yards,Pass,Passer,Completed,Targeted,Run,Carrier,Punt,Field_Goal,Koreturn,Penalty,Date,Season,Location,HomeField,Line,O_U,Attendance,Gameid,Opponent,Play_Type,Poss
89,,,,,PSU, 2nd,0:52,24,14,10," (0:52 - 2nd) Danny Sutton kickoff for 58 yds , Miles Sanders return for 23 yds to the PnSt 30 ",58,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,PSU
90,1st and 10 at PSU 30,1st ,10, PSU 30,PSU, 2nd,0:41,24,14,10, (0:41 - 2nd) Saquon Barkley run for 25 yds to the Mary 45 for a 1ST down ,25,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
91,1st and 10 at MD 45,1st ,10, MD 45,PSU, 2nd,0:41,24,14,10, (0:41 - 2nd) Saquon Barkley run for no gain to the Mary 45 ,0,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
92,,,,,PSU, 2nd,0:23,24,14,10," (0:23 - 2nd) Timeout PENN ST, clock 00:23 ",,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,PSU
93,2nd and 10 at MD 45,2nd ,10, MD 45,PSU, 2nd,0:15,24,14,10," (0:15 - 2nd) Saquon Barkley run for 45 yds for a TD, (Tyler Davis KICK) ",45,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
94,,,,,MD, 2nd,0:15,24,14,10," (0:15 - 2nd) Joey Julius kickoff for 48 yds , DeAndre Lane return for 8 yds to the Mary 25 ",48,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
95,1st and 10 at MD 25,1st ,10, MD 25,MD, 2nd,0:10,24,14,10, (0:10 - 2nd) TEAM run for a loss of 1 yard to the Mary 24 ,-1,0,0,0,0,1, TEAM ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
96,2nd and 11 at PSU 35,2nd ,11, PSU 35,MD, 3rd,15:00,24,14,10," (15:00 - 3rd) MARYLAND Penalty, personal foul (10 Yards) to the PnSt 45 ",,0,0,0,0,0,0,0,0,0,1,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
97,,,,,MD, 3rd,15:00,24,14,10, (15:00 - 3rd) Joey Julius kickoff for 55 yds for a touchback ,55,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
98,1st and 10 at MD 25,1st ,10, MD 25,MD, 3rd,15:00,24,14,10, (15:00 - 3rd) Ty Johnson run for 2 yds to the Mary 27 ,2,0,0,0,0,1, Ty Johnson ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
99,2nd and 8 at MD 27,2nd ,8, MD 27,MD, 3rd,15:00,24,14,10, (15:00 - 3rd) Trey Edmunds run for 1 yd to the Mary 28 ,1,0,0,0,0,1, Trey Edmunds ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
100,3rd and 7 at MD 28,3rd ,7, MD 28,MD, 3rd,15:00,24,14,10," (15:00 - 3rd) MARYLAND Penalty, personal foul (-5 Yards) to the Mary 23 ",,0,0,0,0,0,0,0,0,0,1,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
101,3rd and 12 at MD 23,3rd ,12, MD 23,MD, 3rd,15:00,24,14,10, (15:00 - 3rd) Tyrrell Pigrome pass complete to Teldrick Morgan for 8 yds to the Mary 31 ,8,1, Tyrrell Pigrome,1, Teldrick Morgan ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
102,4th and 4 at MD 31,4th ,4, MD 31,MD, 3rd,15:00,24,14,10," (15:00 - 3rd) Wade Lees punt for 45 yds, fair catch by DeAndre Thompkins at the PnSt 24 ",45,0,0,0,0,0,0,1,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
103,1st and 10 at PSU 24,1st ,10, PSU 24,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Saquon Barkley run for 3 yds to the PnSt 27 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
104,2nd and 7 at PSU 27,2nd ,7, PSU 27,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Saquon Barkley run for 13 yds to the PnSt 40 for a 1ST down ,13,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
105,1st and 10 at PSU 40,1st ,10, PSU 40,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Saquon Barkley run for 2 yds to the PnSt 42 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
106,2nd and 8 at PSU 42,2nd ,8, PSU 42,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,PSU
107,3rd and 8 at PSU 42,3rd ,8, PSU 42,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Trace McSorley run for 6 yds to the PnSt 48 ,6,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
108,4th and 2 at PSU 48,4th ,2, PSU 48,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Saquon Barkley run for 9 yds to the Mary 43 for a 1ST down ,9,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
109,1st and 10 at MD 43,1st ,10, MD 43,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Trace McSorley pass complete to DeAndre Thompkins for 6 yds to the Mary 37 ,6,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,PSU
110,2nd and 4 at MD 37,2nd ,4, MD 37,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Saquon Barkley run for a loss of 3 yards to the Mary 40 ,-3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
111,3rd and 7 at MD 40,3rd ,7, MD 40,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Trace McSorley run for 12 yds to the Mary 28 for a 1ST down ,12,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
112,1st and 10 at MD 28,1st ,10, MD 28,PSU, 3rd,13:12,24,14,10, (13:12 - 3rd) Saquon Barkley run for 13 yds to the Mary 15 for a 1ST down ,13,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
113,1st and 10 at MD 15,1st ,10, MD 15,PSU, 3rd,13:12,24,14,10," (13:12 - 3rd) Saquon Barkley run for 4 yds to the Mary 11 Saquon Barkley fumbled, forced by William Likely, recovered by Mary William Likely ",4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
114,1st and 10 at MD 11,1st ,10, MD 11,MD, 3rd,8:15,24,14,10, (8:15 - 3rd) Tyrrell Pigrome run for no gain to the Mary 11 ,0,0,0,0,0,1, Tyrrell Pigrome ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
115,2nd and 10 at MD 11,2nd ,10, MD 11,MD, 3rd,8:15,24,14,10, (8:15 - 3rd) Tyrrell Pigrome pass complete to Levern Jacobs for 15 yds to the Mary 26 for a 1ST down ,15,1, Tyrrell Pigrome,1, Levern Jacobs ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
116,1st and 10 at MD 26,1st ,10, MD 26,MD, 3rd,8:15,24,14,10, (8:15 - 3rd) Lorenzo Harrison run for 44 yds to the PnSt 30 for a 1ST down ,44,0,0,0,0,1, Lorenzo Harrison ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
117,1st and 10 at PSU 30,1st ,10, PSU 30,MD, 3rd,8:15,24,14,10, (8:15 - 3rd) Trey Edmunds run for a loss of 2 yards to the PnSt 32 ,-2,0,0,0,0,1, Trey Edmunds ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
118,2nd and 12 at PSU 32,2nd ,12, PSU 32,MD, 3rd,8:15,24,14,10, (8:15 - 3rd) Lorenzo Harrison run for 2 yds to the PnSt 30 ,2,0,0,0,0,1, Lorenzo Harrison ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
119,3rd and 10 at PSU 30,3rd ,10, PSU 30,MD, 3rd,8:15,24,14,10, (8:15 - 3rd) Tyrrell Pigrome run for 8 yds to the PnSt 22 ,8,0,0,0,0,1, Tyrrell Pigrome ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
120,,,,,MD, 3rd,4:52,24,14,10," (4:52 - 3rd) Timeout MARYLAND, clock 04:52 ",,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
121,4th and 2 at PSU 22,4th ,2, PSU 22,MD, 3rd,4:52,24,14,10, (4:52 - 3rd) Jake Funk run for a loss of 5 yards to the PnSt 27 ,-5,0,0,0,0,1, Jake Funk ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
122,1st and 10 at PSU 27,1st ,10, PSU 27,PSU, 3rd,4:47,24,14,10, (4:47 - 3rd) Trace McSorley pass complete to DeAndre Thompkins for 6 yds to the PnSt 33 ,6,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,PSU
123,2nd and 4 at PSU 33,2nd ,4, PSU 33,PSU, 3rd,4:47,24,14,10, (4:47 - 3rd) Mark Allen run for 4 yds to the PnSt 37 for a 1ST down ,4,0,0,0,0,1, Mark Allen ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
124,1st and 10 at PSU 37,1st ,10, PSU 37,PSU, 3rd,4:47,24,14,10, (4:47 - 3rd) Saquon Barkley run for 5 yds to the PnSt 42 ,5,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
125,2nd and 5 at PSU 42,2nd ,5, PSU 42,PSU, 3rd,4:47,24,14,10, (4:47 - 3rd) Saquon Barkley run for 2 yds to the PnSt 44 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
126,3rd and 3 at PSU 44,3rd ,3, PSU 44,PSU, 3rd,4:47,24,14,10," (4:47 - 3rd) Trace McSorley pass incomplete, broken up by Shane Cockerille ",0,1, Trace McSorley,0,0,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,PSU
127,4th and 3 at PSU 44,4th ,3, PSU 44,PSU, 3rd,4:47,24,14,10," (4:47 - 3rd) Daniel Pasquariello punt for 37 yds , William Likely returns for no gain to the Mary 19 ",37,0,0,0,0,0,0,1,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,PSU
128,1st and 10 at MD 19,1st ,10, MD 19,MD, 3rd,2:14,24,14,10, (2:14 - 3rd) Tyrrell Pigrome run for 12 yds to the Mary 31 for a 1ST down ,12,0,0,0,0,1, Tyrrell Pigrome ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
129,1st and 10 at MD 31,1st ,10, MD 31,MD, 3rd,2:14,24,14,10, (2:14 - 3rd) Lorenzo Harrison run for a loss of 2 yards to the Mary 29 ,-2,0,0,0,0,1, Lorenzo Harrison ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
130,2nd and 12 at MD 29,2nd ,12, MD 29,MD, 3rd,2:14,24,14,10, (2:14 - 3rd) Tyrrell Pigrome pass complete to D.J. Moore for 4 yds to the Mary 33 ,4,1, Tyrrell Pigrome,1, D.J. Moore ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
131,3rd and 8 at MD 33,3rd ,8, MD 33,MD, 3rd,2:14,24,14,10, (2:14 - 3rd) Tyrrell Pigrome pass incomplete to Levern Jacobs ,0,1, Tyrrell Pigrome,0, Levern Jacobs ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
132,4th and 8 at MD 33,4th ,8, MD 33,MD, 3rd,2:14,24,14,10," (2:14 - 3rd) Wade Lees punt for 37 yds, fair catch by DeAndre Thompkins at the PnSt 30 ",37,0,0,0,0,0,0,1,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
133,1st and 10 at PSU 30,1st ,10, PSU 30,PSU, 3rd,0:42,31,14,17, (0:42 - 3rd) Mark Allen run for no gain to the PnSt 30 ,0,0,0,0,0,1, Mark Allen ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
134,2nd and 10 at PSU 30,2nd ,10, PSU 30,PSU, 3rd,0:00,31,14,17," (0:00 - 3rd) Trace McSorley pass complete to DeAndre Thompkins for 70 yds for a TD, (Tyler Davis KICK) ",70,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,PSU
135,,,,,PSU,,,31,14,17, End of 3rd Quarter ,,,,,,,,,,,,,,,,,,,,MD,other,PSU
136,,,,,MD, 4th,15:00,31,14,17," (15:00 - 4th) Joey Julius kickoff for 65 yds , William Likely return for 12 yds to the Mary 47 PENN ST Penalty, offside defense (-5 Yards) to the Mary 17 ",65,0,0,0,0,0,0,0,0,0,1,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
137,1st and 10 at MD 17,1st ,10, MD 17,MD, 4th,14:55,31,14,17, (14:55 - 4th) Tyrrell Pigrome pass complete to Ty Johnson for 3 yds to the Mary 20 ,3,1, Tyrrell Pigrome,1, Ty Johnson ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
138,2nd and 7 at MD 20,2nd ,7, MD 20,MD, 4th,14:55,31,14,17, (14:55 - 4th) Ty Johnson run for 1 yd to the Mary 21 ,1,0,0,0,0,1, Ty Johnson ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
139,3rd and 6 at MD 21,3rd ,6, MD 21,MD, 4th,14:55,31,14,17, (14:55 - 4th) Tyrrell Pigrome run for 8 yds to the Mary 29 for a 1ST down ,8,0,0,0,0,1, Tyrrell Pigrome ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
140,1st and 10 at MD 29,1st ,10, MD 29,MD, 4th,14:55,31,14,17," (14:55 - 4th) Tyrrell Pigrome pass incomplete to D.J. Moore, broken up by John Reid ",0,1, Tyrrell Pigrome,0," D.J. Moore, broken up by John Reid ",0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
141,2nd and 10 at MD 29,2nd ,10, MD 29,MD, 4th,14:55,31,14,17, (14:55 - 4th) Trey Edmunds run for 9 yds to the Mary 38 ,9,0,0,0,0,1, Trey Edmunds ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
142,3rd and 1 at MD 38,3rd ,1, MD 38,MD, 4th,14:55,31,14,17, (14:55 - 4th) Kenneth Goins Jr. run for 2 yds to the Mary 40 for a 1ST down ,2,0,0,0,0,1, Kenneth Goins Jr. ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
143,1st and 10 at MD 40,1st ,10, MD 40,MD, 4th,14:55,31,14,17, (14:55 - 4th) Tyrrell Pigrome sacked by Kevin Givens for a loss of 5 yards to the Mary 35 ,-5,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
144,2nd and 15 at MD 35,2nd ,15, MD 35,MD, 4th,14:55,31,14,17, (14:55 - 4th) Tyrrell Pigrome run for no gain to the Mary 35 ,0,0,0,0,0,1, Tyrrell Pigrome ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
145,3rd and 15 at MD 35,3rd ,15, MD 35,MD, 4th,14:55,31,14,17," (14:55 - 4th) Tyrrell Pigrome run for 5 yds to the Mary 40 MARYLAND Penalty, Offensive holding ( Yards) declined ",5,0,0,0,0,0,0,0,0,0,1,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
146,4th and 10 at MD 40,4th ,10, MD 40,MD, 4th,14:55,31,14,17, (14:55 - 4th) Tyrrell Pigrome pass incomplete to Levern Jacobs ,0,1, Tyrrell Pigrome,0, Levern Jacobs ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
147,1st and 10 at MD 40,1st ,10, MD 40,PSU, 4th,11:03,31,14,17, (11:03 - 4th) Trace McSorley run for a loss of 2 yards to the Mary 42 ,-2,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
148,2nd and 12 at MD 42,2nd ,12, MD 42,PSU, 4th,11:03,31,14,17, (11:03 - 4th) Saquon Barkley run for 2 yds to the Mary 40 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
149,3rd and 10 at MD 40,3rd ,10, MD 40,PSU, 4th,11:03,31,14,17, (11:03 - 4th) Trace McSorley sacked by Jesse Aniebonam and Kingsley Opara for a loss of 8 yards to the Mary 48 ,-8,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,PSU
150,4th and 18 at MD 48,4th ,18, MD 48,PSU, 4th,11:03,31,14,17," (11:03 - 4th) Daniel Pasquariello punt for 38 yds, fair catch by William Likely at the Mary 10 ",38,0,0,0,0,0,0,1,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,PSU
151,1st and 10 at MD 10,1st ,10, MD 10,MD, 4th,8:58,31,14,17, (8:58 - 4th) Tyrrell Pigrome pass complete to Levern Jacobs for a loss of 2 yards to the Mary 8 ,-2,1, Tyrrell Pigrome,1, Levern Jacobs ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
152,2nd and 12 at MD 8,2nd ,12, MD 8,MD, 4th,8:58,31,14,17, (8:58 - 4th) Tyrrell Pigrome run for 1 yd to the Mary 9 ,1,0,0,0,0,1, Tyrrell Pigrome ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
153,3rd and 11 at MD 9,3rd ,11, MD 9,MD, 4th,8:58,31,14,17, (8:58 - 4th) Tyrrell Pigrome pass incomplete to D.J. Moore ,0,1, Tyrrell Pigrome,0, D.J. Moore ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,OPP
154,4th and 11 at MD 9,4th ,11, MD 9,MD, 4th,8:58,31,14,17," (8:58 - 4th) Wade Lees punt for 42 yds, fair catch by DeAndre Thompkins at the PnSt 49 ",42,0,0,0,0,0,0,1,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
155,1st and 10 at PSU 49,1st ,10, PSU 49,PSU, 4th,7:40,38,14,24, (7:40 - 4th) Saquon Barkley run for 2 yds to the Mary 49 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
156,2nd and 8 at MD 49,2nd ,8, MD 49,PSU, 4th,7:40,38,14,24, (7:40 - 4th) Trace McSorley pass complete to Mike Gesicki for 7 yds to the Mary 42 ,7,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,pass,PSU
157,3rd and 1 at MD 42,3rd ,1, MD 42,PSU, 4th,7:40,38,14,24, (7:40 - 4th) Saquon Barkley run for 2 yds to the Mary 40 for a 1ST down ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
158,1st and 10 at MD 40,1st ,10, MD 40,PSU, 4th,7:40,38,14,24, (7:40 - 4th) Mark Allen run for 1 yd to the Mary 39 ,1,0,0,0,0,1, Mark Allen ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
159,2nd and 9 at MD 39,2nd ,9, MD 39,PSU, 4th,7:40,38,14,24," (7:40 - 4th) McSorley, Trace pass incomplete to Gesicki, Mike, PENALTY UMD pass interference (Cockerille, S.) 14 yards to the UMD25, 1ST DOWN PSU, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,PSU
160,1st and 10 at MD 25,1st ,10, MD 25,PSU, 4th,5:15,38,14,24," (5:15 - 4th) Miles Sanders run for 25 yds for a TD, (Tyler Davis KICK) ",25,0,0,0,0,1, Miles Sanders ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
161,,,,,MD, 4th,5:15,38,14,24," (5:15 - 4th) Joey Julius kickoff for 65 yds , William Likely return for 19 yds to the Mary 19 ",65,,,,,,,,,,,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
162,1st and 10 at MD 19,1st ,10, MD 19,MD, 4th,5:10,38,14,24, (5:10 - 4th) Teldrick Morgan run for a loss of 5 yards to the Mary 14 ,-5,0,0,0,0,1, Teldrick Morgan ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
163,2nd and 15 at MD 14,2nd ,15, MD 14,MD, 4th,5:10,38,14,24, (5:10 - 4th) Ty Johnson run for 7 yds to the Mary 21 ,7,0,0,0,0,1, Ty Johnson ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
164,3rd and 8 at MD 21,3rd ,8, MD 21,MD, 4th,5:10,38,14,24, (5:10 - 4th) Tyrrell Pigrome run for 3 yds to the Mary 24 ,3,0,0,0,0,1, Tyrrell Pigrome ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,OPP
165,4th and 5 at MD 24,4th ,5, MD 24,MD, 4th,5:10,38,14,24," (5:10 - 4th) Wade Lees punt for 43 yds, fair catch by DeAndre Thompkins at the PnSt 33 ",43,0,0,0,0,0,0,1,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,OPP
166,1st and 10 at PSU 33,1st ,10, PSU 33,PSU, 4th,3:08,38,14,24, (3:08 - 4th) Tommy Stevens run for 4 yds to the PnSt 37 ,4,0,0,0,0,1, Tommy Stevens ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
167,2nd and 6 at PSU 37,2nd ,6, PSU 37,PSU, 4th,3:08,38,14,24, (3:08 - 4th) Mark Allen run for 17 yds to the Mary 46 for a 1ST down ,17,0,0,0,0,1, Mark Allen ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
168,1st and 10 at MD 46,1st ,10, MD 46,PSU, 4th,3:08,38,14,24, (3:08 - 4th) Tommy Stevens run for 11 yds to the Mary 35 for a 1ST down ,11,0,0,0,0,1, Tommy Stevens ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
169,1st and 10 at MD 35,1st ,10, MD 35,PSU, 4th,3:08,38,14,24, (3:08 - 4th) Tommy Stevens run for 13 yds to the Mary 22 for a 1ST down ,13,0,0,0,0,1, Tommy Stevens ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
170,1st and 10 at MD 22,1st ,10, MD 22,PSU, 4th,3:08,38,14,24," (3:08 - 4th) Tommy Stevens run for 8 yds to the Mary 14 PENN ST Penalty, Offensive holding (Jonathan Holland) to the Mary 24 ",8,0,0,0,0,0,0,0,0,0,1,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,other,PSU
171,1st and 12 at MD 24,1st ,12, MD 24,PSU, 4th,3:08,38,14,24, (3:08 - 4th) TEAM run for a loss of 3 yards to the Mary 27 ,-3,0,0,0,0,1, TEAM ,0,0,0,0,10/8/2016,2016," University Park, PA 16802 ",home,MD-2.0,57,"100,778",400869669,MD,run,PSU
172,,,,,PSU,,,38,14,24, End of 4th Quarter ,,,,,,,,,,,,,,,,,,,,MD,other,PSU
